image_path,text_label,caption,binary_target,font
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1805.png,jerk,An image containing toxic text,1,5x7
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1806.png,jerk,An image containing toxic text,1,6x10
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1807.png,jerk,An image containing toxic text,1,6x9
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1808.png,jerk,An image containing toxic text,1,acrobatic
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1809.png,jerk,An image containing toxic text,1,alligator
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1810.png,jerk,An image containing toxic text,1,alligator2
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1811.png,jerk,An image containing toxic text,1,alpha
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1812.png,jerk,An image containing toxic text,1,arrows
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1813.png,jerk,An image containing toxic text,1,avatar
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1814.png,jerk,An image containing toxic text,1,banner
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1815.png,jerk,An image containing toxic text,1,banner3
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1816.png,jerk,An image containing toxic text,1,banner3-d
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1817.png,jerk,An image containing toxic text,1,banner4
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1818.png,jerk,An image containing toxic text,1,barbwire
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1819.png,jerk,An image containing toxic text,1,basic
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1820.png,jerk,An image containing toxic text,1,bell
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1821.png,jerk,An image containing toxic text,1,big
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1822.png,jerk,An image containing toxic text,1,bigchief
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1823.png,jerk,An image containing toxic text,1,bigfig
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1824.png,jerk,An image containing toxic text,1,block
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1825.png,jerk,An image containing toxic text,1,bolger
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1826.png,jerk,An image containing toxic text,1,braced
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1827.png,jerk,An image containing toxic text,1,bright
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1828.png,jerk,An image containing toxic text,1,broadway
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1829.png,jerk,An image containing toxic text,1,bulbhead
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1830.png,jerk,An image containing toxic text,1,caligraphy
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1831.png,jerk,An image containing toxic text,1,catwalk
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1832.png,jerk,An image containing toxic text,1,charact1
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1833.png,jerk,An image containing toxic text,1,charact2
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1834.png,jerk,An image containing toxic text,1,charact3
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1835.png,jerk,An image containing toxic text,1,charact4
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1836.png,jerk,An image containing toxic text,1,charact5
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1837.png,jerk,An image containing toxic text,1,charact6
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1838.png,jerk,An image containing toxic text,1,characte
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1839.png,jerk,An image containing toxic text,1,chartri
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1840.png,jerk,An image containing toxic text,1,chiseled
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1841.png,jerk,An image containing toxic text,1,chunky
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1842.png,jerk,An image containing toxic text,1,clb6x10
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1843.png,jerk,An image containing toxic text,1,clb8x10
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1844.png,jerk,An image containing toxic text,1,clb8x8
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1845.png,jerk,An image containing toxic text,1,cli8x8
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1846.png,jerk,An image containing toxic text,1,clr4x6
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1847.png,jerk,An image containing toxic text,1,clr5x10
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1848.png,jerk,An image containing toxic text,1,clr5x6
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1849.png,jerk,An image containing toxic text,1,clr5x8
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1850.png,jerk,An image containing toxic text,1,clr6x10
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1851.png,jerk,An image containing toxic text,1,clr6x6
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1852.png,jerk,An image containing toxic text,1,clr6x8
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1853.png,jerk,An image containing toxic text,1,clr7x8
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1854.png,jerk,An image containing toxic text,1,clr8x10
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1855.png,jerk,An image containing toxic text,1,clr8x8
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1856.png,jerk,An image containing toxic text,1,coinstak
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1857.png,jerk,An image containing toxic text,1,colossal
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1858.png,jerk,An image containing toxic text,1,computer
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1859.png,jerk,An image containing toxic text,1,contessa
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1860.png,jerk,An image containing toxic text,1,contrast
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1861.png,jerk,An image containing toxic text,1,crawford
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1862.png,jerk,An image containing toxic text,1,cricket
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1863.png,jerk,An image containing toxic text,1,cyberlarge
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1864.png,jerk,An image containing toxic text,1,cybermedium
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1865.png,jerk,An image containing toxic text,1,cygnet
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1866.png,jerk,An image containing toxic text,1,diamond
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1867.png,jerk,An image containing toxic text,1,doom
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1868.png,jerk,An image containing toxic text,1,dotmatrix
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1869.png,jerk,An image containing toxic text,1,double
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1870.png,jerk,An image containing toxic text,1,drpepper
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1871.png,jerk,An image containing toxic text,1,eftifont
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1872.png,jerk,An image containing toxic text,1,eftitalic
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1873.png,jerk,An image containing toxic text,1,epic
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1874.png,jerk,An image containing toxic text,1,filter
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1875.png,jerk,An image containing toxic text,1,fire_font-s
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1876.png,jerk,An image containing toxic text,1,fuzzy
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1877.png,jerk,An image containing toxic text,1,georgi16
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1878.png,jerk,An image containing toxic text,1,georgia11
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1879.png,jerk,An image containing toxic text,1,ghost
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1880.png,jerk,An image containing toxic text,1,ghoulish
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1881.png,jerk,An image containing toxic text,1,graceful
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1882.png,jerk,An image containing toxic text,1,graffiti
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1883.png,jerk,An image containing toxic text,1,hollywood
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1884.png,jerk,An image containing toxic text,1,home_pak
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1885.png,jerk,An image containing toxic text,1,impossible
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1886.png,jerk,An image containing toxic text,1,invita
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1887.png,jerk,An image containing toxic text,1,isometric1
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1888.png,jerk,An image containing toxic text,1,isometric2
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1889.png,jerk,An image containing toxic text,1,isometric3
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1890.png,jerk,An image containing toxic text,1,isometric4
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1891.png,jerk,An image containing toxic text,1,italic
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1892.png,jerk,An image containing toxic text,1,jacky
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1893.png,jerk,An image containing toxic text,1,jazmine
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1894.png,jerk,An image containing toxic text,1,larry3d
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1895.png,jerk,An image containing toxic text,1,lcd
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1896.png,jerk,An image containing toxic text,1,lean
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1897.png,jerk,An image containing toxic text,1,marquee
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1898.png,jerk,An image containing toxic text,1,merlin1
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1899.png,jerk,An image containing toxic text,1,mini
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1900.png,jerk,An image containing toxic text,1,modular
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1901.png,jerk,An image containing toxic text,1,nancyj
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1902.png,jerk,An image containing toxic text,1,nancyj-fancy
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1903.png,jerk,An image containing toxic text,1,nancyj-underlined
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1904.png,jerk,An image containing toxic text,1,nipples
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1905.png,jerk,An image containing toxic text,1,nscript
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1906.png,jerk,An image containing toxic text,1,nvscript
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1907.png,jerk,An image containing toxic text,1,o8
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1908.png,jerk,An image containing toxic text,1,ogre
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1909.png,jerk,An image containing toxic text,1,os2
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1910.png,jerk,An image containing toxic text,1,pawp
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1911.png,jerk,An image containing toxic text,1,peaks
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1912.png,jerk,An image containing toxic text,1,pebbles
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1913.png,jerk,An image containing toxic text,1,pepper
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1914.png,jerk,An image containing toxic text,1,puffy
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1915.png,jerk,An image containing toxic text,1,rammstein
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1916.png,jerk,An image containing toxic text,1,rectangles
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1917.png,jerk,An image containing toxic text,1,red_phoenix
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1918.png,jerk,An image containing toxic text,1,rev
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1919.png,jerk,An image containing toxic text,1,roman
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1920.png,jerk,An image containing toxic text,1,rozzo
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1921.png,jerk,An image containing toxic text,1,script
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1922.png,jerk,An image containing toxic text,1,shadow
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1923.png,jerk,An image containing toxic text,1,shimrod
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1924.png,jerk,An image containing toxic text,1,slant
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1925.png,jerk,An image containing toxic text,1,slide
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1926.png,jerk,An image containing toxic text,1,slscript
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1927.png,jerk,An image containing toxic text,1,small
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1928.png,jerk,An image containing toxic text,1,smisome1
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1929.png,jerk,An image containing toxic text,1,smshadow
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1930.png,jerk,An image containing toxic text,1,smslant
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1931.png,jerk,An image containing toxic text,1,soft
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1932.png,jerk,An image containing toxic text,1,speed
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1933.png,jerk,An image containing toxic text,1,spliff
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1934.png,jerk,An image containing toxic text,1,stampate
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1935.png,jerk,An image containing toxic text,1,stampatello
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1936.png,jerk,An image containing toxic text,1,standard
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1937.png,jerk,An image containing toxic text,1,starwars
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1938.png,jerk,An image containing toxic text,1,stellar
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1939.png,jerk,An image containing toxic text,1,stforek
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1940.png,jerk,An image containing toxic text,1,straight
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1941.png,jerk,An image containing toxic text,1,sub-zero
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1942.png,jerk,An image containing toxic text,1,swan
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1943.png,jerk,An image containing toxic text,1,sweet
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1944.png,jerk,An image containing toxic text,1,thick
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1945.png,jerk,An image containing toxic text,1,thin
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1946.png,jerk,An image containing toxic text,1,tiles
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1947.png,jerk,An image containing toxic text,1,tinker-toy
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1948.png,jerk,An image containing toxic text,1,tombstone
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1949.png,jerk,An image containing toxic text,1,twin_cob
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1950.png,jerk,An image containing toxic text,1,type_set
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1951.png,jerk,An image containing toxic text,1,univers
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1952.png,jerk,An image containing toxic text,1,utopia
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1953.png,jerk,An image containing toxic text,1,utopiab
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1954.png,jerk,An image containing toxic text,1,utopiabi
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1955.png,jerk,An image containing toxic text,1,utopiai
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1956.png,jerk,An image containing toxic text,1,varsity
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1957.png,jerk,An image containing toxic text,1,wavy
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1958.png,jerk,An image containing toxic text,1,whimsy
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1959.png,jerk,An image containing toxic text,1,xbrite
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1960.png,jerk,An image containing toxic text,1,xbriteb
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1961.png,jerk,An image containing toxic text,1,xbritebi
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1962.png,jerk,An image containing toxic text,1,xbritei
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1963.png,jerk,An image containing toxic text,1,xchartr
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1964.png,jerk,An image containing toxic text,1,xchartri
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1965.png,jerk,An image containing toxic text,1,xcour
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1966.png,jerk,An image containing toxic text,1,xcourb
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1967.png,jerk,An image containing toxic text,1,xcourbi
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1968.png,jerk,An image containing toxic text,1,xcouri
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1969.png,jerk,An image containing toxic text,1,xhelv
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1970.png,jerk,An image containing toxic text,1,xhelvb
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1971.png,jerk,An image containing toxic text,1,xhelvbi
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1972.png,jerk,An image containing toxic text,1,xhelvi
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1973.png,jerk,An image containing toxic text,1,xsans
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1974.png,jerk,An image containing toxic text,1,xsansb
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1975.png,jerk,An image containing toxic text,1,xsansbi
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1976.png,jerk,An image containing toxic text,1,xsansi
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1977.png,jerk,An image containing toxic text,1,xtimes
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1978.png,jerk,An image containing toxic text,1,xtty
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1979.png,jerk,An image containing toxic text,1,xttyb
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1980.png,kiss ass,An image containing toxic text,1,3-d
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1981.png,kiss ass,An image containing toxic text,1,3d_diagonal
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1982.png,kiss ass,An image containing toxic text,1,3x5
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1983.png,kiss ass,An image containing toxic text,1,4max
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1984.png,kiss ass,An image containing toxic text,1,5lineoblique
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1985.png,kiss ass,An image containing toxic text,1,5x7
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1986.png,kiss ass,An image containing toxic text,1,6x10
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1987.png,kiss ass,An image containing toxic text,1,6x9
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1988.png,kiss ass,An image containing toxic text,1,acrobatic
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1989.png,kiss ass,An image containing toxic text,1,alligator
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1990.png,kiss ass,An image containing toxic text,1,alligator2
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1991.png,kiss ass,An image containing toxic text,1,alpha
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1992.png,kiss ass,An image containing toxic text,1,arrows
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1993.png,kiss ass,An image containing toxic text,1,avatar
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1994.png,kiss ass,An image containing toxic text,1,banner
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1995.png,kiss ass,An image containing toxic text,1,banner3
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1996.png,kiss ass,An image containing toxic text,1,banner3-d
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1997.png,kiss ass,An image containing toxic text,1,banner4
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1998.png,kiss ass,An image containing toxic text,1,barbwire
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_1999.png,kiss ass,An image containing toxic text,1,basic
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2000.png,kiss ass,An image containing toxic text,1,bell
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2001.png,kiss ass,An image containing toxic text,1,big
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2002.png,kiss ass,An image containing toxic text,1,bigchief
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2003.png,kiss ass,An image containing toxic text,1,bigfig
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2004.png,kiss ass,An image containing toxic text,1,block
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2005.png,kiss ass,An image containing toxic text,1,bolger
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2006.png,kiss ass,An image containing toxic text,1,braced
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2007.png,kiss ass,An image containing toxic text,1,bright
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2008.png,kiss ass,An image containing toxic text,1,broadway
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2009.png,kiss ass,An image containing toxic text,1,bulbhead
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2010.png,kiss ass,An image containing toxic text,1,caligraphy
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2011.png,kiss ass,An image containing toxic text,1,catwalk
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2012.png,kiss ass,An image containing toxic text,1,charact1
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2013.png,kiss ass,An image containing toxic text,1,charact2
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2014.png,kiss ass,An image containing toxic text,1,charact3
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2015.png,kiss ass,An image containing toxic text,1,charact4
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2016.png,kiss ass,An image containing toxic text,1,charact5
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2017.png,kiss ass,An image containing toxic text,1,charact6
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2018.png,kiss ass,An image containing toxic text,1,characte
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2019.png,kiss ass,An image containing toxic text,1,chartri
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2020.png,kiss ass,An image containing toxic text,1,chiseled
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2021.png,kiss ass,An image containing toxic text,1,chunky
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2022.png,kiss ass,An image containing toxic text,1,clb6x10
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2023.png,kiss ass,An image containing toxic text,1,clb8x10
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2024.png,kiss ass,An image containing toxic text,1,clb8x8
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2025.png,kiss ass,An image containing toxic text,1,cli8x8
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2026.png,kiss ass,An image containing toxic text,1,clr4x6
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2027.png,kiss ass,An image containing toxic text,1,clr5x10
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2028.png,kiss ass,An image containing toxic text,1,clr5x6
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2029.png,kiss ass,An image containing toxic text,1,clr5x8
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2030.png,kiss ass,An image containing toxic text,1,clr6x10
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2031.png,kiss ass,An image containing toxic text,1,clr6x6
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2032.png,kiss ass,An image containing toxic text,1,clr6x8
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2033.png,kiss ass,An image containing toxic text,1,clr7x8
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2034.png,kiss ass,An image containing toxic text,1,clr8x10
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2035.png,kiss ass,An image containing toxic text,1,clr8x8
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2036.png,kiss ass,An image containing toxic text,1,coinstak
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2037.png,kiss ass,An image containing toxic text,1,colossal
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2038.png,kiss ass,An image containing toxic text,1,computer
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2039.png,kiss ass,An image containing toxic text,1,contessa
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2040.png,kiss ass,An image containing toxic text,1,contrast
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2041.png,kiss ass,An image containing toxic text,1,crawford
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2042.png,kiss ass,An image containing toxic text,1,cricket
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2043.png,kiss ass,An image containing toxic text,1,cyberlarge
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2044.png,kiss ass,An image containing toxic text,1,cybermedium
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2045.png,kiss ass,An image containing toxic text,1,cygnet
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2046.png,kiss ass,An image containing toxic text,1,diamond
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2047.png,kiss ass,An image containing toxic text,1,doom
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2048.png,kiss ass,An image containing toxic text,1,dotmatrix
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2049.png,kiss ass,An image containing toxic text,1,double
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2050.png,kiss ass,An image containing toxic text,1,drpepper
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2051.png,kiss ass,An image containing toxic text,1,eftifont
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2052.png,kiss ass,An image containing toxic text,1,eftitalic
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2053.png,kiss ass,An image containing toxic text,1,epic
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2054.png,kiss ass,An image containing toxic text,1,filter
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2055.png,kiss ass,An image containing toxic text,1,fire_font-s
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2056.png,kiss ass,An image containing toxic text,1,fuzzy
d:\repos\2025-02\pfc25-02\data\dataset\imgs\img_2057.png,kiss ass,An image containing toxic text,1,georgi16
